api_name,text_clean
SetupDiGetINFClassA,returns the class of a specified device INF file. 
SetupDiGetINFClassW,returns the class of a specified device INF file. 
SetupDiGetSelectedDevice,Retrieves the selected device information element in a device information set.
SetupDiGetSelectedDriverA,Retrieves the selected driver for a device information set or a particular device information element. 
SetupDiGetSelectedDriverW,Retrieves the selected driver for a device information set or a particular device information element. 
SetupDiInstallClassA,installs the ClassInstall32 section of the specified INF file. 
SetupDiInstallClassExA,installs a class installer or an interface class. 
SetupDiInstallClassExW,installs a class installer or an interface class. 
SetupDiInstallClassW,installs the ClassInstall32 section of the specified INF file. 
SetupDiInstallDevice,is the default handler for the DIF_INSTALLDEVICE installation request.
SetupDiInstallDeviceInterfaces,is the default handler for the DIF_INSTALLINTERFACES installation request.
SetupDiInstallDriverFiles,is the default handler for the DIF_INSTALLDEVICEFILES installation request.
SetupDiLoadClassIcon,loads both the large and mini-icon for the specified class.
SetupDiLoadDeviceIcon,Retrieves an icon for a specified device.
SetupDiOpenClassRegKey,opens the setup class registry key or a specific class's subkey.
SetupDiOpenClassRegKeyExA,opens the specified key on the local computer or on a remote computer. 
SetupDiOpenClassRegKeyExW,opens the specified key on the local computer or on a remote computer. 
SetupDiOpenDeviceInfoA,"adds a device information element for a device instance to a device information set, if one does not already exist in the device information set, and retrieves information that identifies the device information element for the device instance in the device information set."
SetupDiOpenDeviceInfoW,"adds a device information element for a device instance to a device information set, if one does not already exist in the device information set, and retrieves information that identifies the device information element for the device instance in the device information set."
SetupDiOpenDeviceInterfaceA,Retrieves information about a device interface and adds the interface to the specified device information set for a local system or a remote system. 
SetupDiOpenDeviceInterfaceRegKey,opens the registry subkey that is used by applications and drivers to store information that is specific to a device interface.
SetupDiOpenDeviceInterfaceW,Retrieves information about a device interface and adds the interface to the specified device information set for a local system or a remote system. 
SetupDiOpenDevRegKey,opens a registry key for device-specific configuration information.
SetupDiRegisterCoDeviceInstallers,is the default handler for DIF_REGISTER_COINSTALLERS.
SetupDiRegisterDeviceInfo,is the default handler for the DIF_REGISTERDEVICE request.
SetupDiRemoveDevice,is the default handler for the DIF_REMOVE installation request.
SetupDiRemoveDeviceInterface,Removes a registered device interface from the system.
SetupDiRestartDevices,and filter drivers that operate the specified device.
SetupDiSelectBestCompatDrv,is the default handler for the DIF_SELECTBESTCOMPATDRV installation request.
SetupDiSelectDevice,is the default handler for the DIF_SELECTDEVICE request.
SetupDiSelectOEMDrv,selects a driver for a device information set or a particular device information element that uses an OEM path supplied by the user.
SetupDiSetClassInstallParamsA,sets or clears class install parameters for a device information set or a particular device information element. 
SetupDiSetClassInstallParamsW,sets or clears class install parameters for a device information set or a particular device information element. 
SetupDiSetClassPropertyExW,sets a device property for a device setup class or a device interface class on a local or remote computer.
SetupDiSetClassPropertyW,sets a class property for a device setup class or a device interface class.
SetupDiSetClassRegistryPropertyA,sets a specified device class property in the registry. 
SetupDiSetClassRegistryPropertyW,sets a specified device class property in the registry. 
SetupDiSetDeviceInstallParamsA,sets device installation parameters for a device information set or a particular device information element. 
SetupDiSetDeviceInstallParamsW,sets device installation parameters for a device information set or a particular device information element. 
SetupDiSetDeviceInterfaceDefault,sets a device interface as the default interface for a device interface class.
SetupDiSetDeviceInterfacePropertyW,sets a device property of a device interface.
SetupDiSetDevicePropertyW,sets a device instance property.
SetupDiSetDeviceRegistryPropertyA,sets a Plug and Play device property for a device. 
SetupDiSetDeviceRegistryPropertyW,sets a Plug and Play device property for a device. 
SetupDiSetDriverInstallParamsA,sets driver installation parameters for a driver information element. 
SetupDiSetDriverInstallParamsW,sets driver installation parameters for a driver information element. 
SetupDiSetSelectedDevice,sets a device information element as the selected member of a device information set. This function is typically used by an installation wizard.
SetupDiSetSelectedDriverA,"sets, or resets, the selected driver for a device information element or the selected class driver for a device information set. "
SetupDiSetSelectedDriverW,"sets, or resets, the selected driver for a device information element or the selected class driver for a device information set. "
SetupDiUnremoveDevice,is the default handler for the DIF_UNREMOVE installation request.
SetupDuplicateDiskSpaceListA,duplicates a disk-space list as a new independent disk-space list. 
SetupDuplicateDiskSpaceListW,duplicates a disk-space list as a new independent disk-space list. 
SetupEnumInfSectionsA,Retrieves section names from an INF file. 
SetupEnumInfSectionsW,Retrieves section names from an INF file. 
SetupFindFirstLineA,"locates a line in the specified section of an INF file. If the Key parameter is NULL, SetupFindFirstLine returns the first line of the section. "
SetupFindFirstLineW,"locates a line in the specified section of an INF file. If the Key parameter is NULL, SetupFindFirstLine returns the first line of the section. "
SetupFindNextLine,The SetupFindNextLine returns the location of the next line in an INF file section relative to ContextIn.Line.
SetupFindNextMatchLineA,returns the location of the next line in an INF file relative to ContextIn.Line that matches a specified key. 
SetupFindNextMatchLineW,returns the location of the next line in an INF file relative to ContextIn.Line that matches a specified key. 
SetupFreeSourceListA,frees the system resources allocated to a source list. 
SetupFreeSourceListW,frees the system resources allocated to a source list. 
SetupGetBinaryField,"Retrieves binary data from a line in an INF file section, from the specified field to the end of the line."
SetupGetFieldCount,Retrieves the number of fields in the specified line in an INF file.
SetupGetFileCompressionInfoA,"examines a physical file to determine if it is compressed and gets its full path, size, and the size of the uncompressed target file. "
SetupGetFileCompressionInfoExA,"examines a potentially compressed file and gets the type of compression, the file's full path , the compressed size, and the size of the uncompressed target file. "
SetupGetFileCompressionInfoExW,"examines a potentially compressed file and gets the type of compression, the file's full path , the compressed size, and the size of the uncompressed target file. "
SetupGetFileCompressionInfoW,"examines a physical file to determine if it is compressed and gets its full path, size, and the size of the uncompressed target file. "
SetupGetFileQueueCount,gets the count from a setup file queue.
SetupGetFileQueueFlags,gets the flags from a setup file queue.
SetupGetInfDriverStoreLocationA,Retrieves the fully qualified file name  of an INF file in the driver store that corresponds to a specified INF file in the system INF file directory or a specified INF file in the driver store. 
SetupGetInfDriverStoreLocationW,Retrieves the fully qualified file name  of an INF file in the driver store that corresponds to a specified INF file in the system INF file directory or a specified INF file in the driver store. 
SetupGetInfFileListA,returns a list of INF files located in a caller-specified directory to a call-supplied buffer. 
SetupGetInfFileListW,returns a list of INF files located in a caller-specified directory to a call-supplied buffer. 
SetupGetInfInformationA,returns the SP_INF_INFORMATION structure for the specified INF file to a buffer. 
SetupGetInfInformationW,returns the SP_INF_INFORMATION structure for the specified INF file to a buffer. 
SetupGetInfPublishedNameA,Retrieves the fully qualified file name  of an INF file in the system INF file directory that corresponds to a specified INF file in the driver store or a specified INF file in the system INF file directory. 
SetupGetInfPublishedNameW,Retrieves the fully qualified file name  of an INF file in the system INF file directory that corresponds to a specified INF file in the driver store or a specified INF file in the system INF file directory. 
SetupGetIntField,Retrieves an integer value from the specified field of a line in an INF file.
SetupGetLineByIndexA,locates a line by its index value in the specified section in the INF file. 
SetupGetLineByIndexW,locates a line by its index value in the specified section in the INF file. 
SetupGetLineCountA,returns the number of lines in a specified section of an INF file. 
SetupGetLineCountW,returns the number of lines in a specified section of an INF file. 
SetupGetLineTextA,returns the contents of a line in an INF file in a compact form. 
SetupGetLineTextW,returns the contents of a line in an INF file in a compact form. 
SetupGetMultiSzFieldA,"Retrieves multiple strings stored in a line of an INF file, from the specified field to the end of the line. "
SetupGetMultiSzFieldW,"Retrieves multiple strings stored in a line of an INF file, from the specified field to the end of the line. "
SetupGetNonInteractiveMode,"returns the value of a SetupAPI non-interactive flag that indicates whether the caller's process can interact with a user through user interface components, such as dialog boxes."
SetupGetSourceFileLocationA,Retrieves the location of a source file listed in an INF file. 
SetupGetSourceFileLocationW,Retrieves the location of a source file listed in an INF file. 
SetupGetSourceFileSizeA,reads the uncompressed size of a source file listed in an INF file. 
SetupGetSourceFileSizeW,reads the uncompressed size of a source file listed in an INF file. 
SetupGetSourceInfoA,"Retrieves the path, tag file, or media description for a source listed in an INF file. "
SetupGetSourceInfoW,"Retrieves the path, tag file, or media description for a source listed in an INF file. "
SetupGetStringFieldA,Retrieves a string from the specified field of a line in an INF file. 
SetupGetStringFieldW,Retrieves a string from the specified field of a line in an INF file. 
SetupGetTargetPathA,determines the target directory for a file list section. 
SetupGetTargetPathW,determines the target directory for a file list section. 
SetupGetThreadLogToken,Retrieves the log token for the thread from which this function was called.
SetupInitializeFileLogA,"initializes a file to record installation operations and outcomes. This can be the system log, where the system tracks the files installed as part of Windows, or any other file. "
SetupInitializeFileLogW,"initializes a file to record installation operations and outcomes. This can be the system log, where the system tracks the files installed as part of Windows, or any other file. "
SetupInstallFileA,installs a file as specified either by an INFCONTEXT returned by SetupFindXXXLine or explicitly by the file name and path. 
SetupInstallFileExA,installs a file as specified either by an INFCONTEXT returned by SetupFindXXXLine or explicitly by the filename and path information. 
SetupInstallFileExW,installs a file as specified either by an INFCONTEXT returned by SetupFindXXXLine or explicitly by the filename and path information. 
SetupInstallFilesFromInfSectionA,"queues all the files for an installation that are specified in the Copy Files, Delete Files, and Rename Files sections that are listed by an Install section. "
SetupInstallFilesFromInfSectionW,"queues all the files for an installation that are specified in the Copy Files, Delete Files, and Rename Files sections that are listed by an Install section. "
SetupInstallFileW,installs a file as specified either by an INFCONTEXT returned by SetupFindXXXLine or explicitly by the file name and path. 
SetupInstallFromInfSectionA,carries out all the directives in an INF file Install section. 
SetupInstallFromInfSectionW,carries out all the directives in an INF file Install section. 
SetupInstallServicesFromInfSectionA,performs service installation and deletion operations that are specified in the Service Install sections listed in the Service section of an INF file. 
SetupInstallServicesFromInfSectionExA,performs service installation and deletion operations that are specified in the Service Install sections listed in the Service section of an INF file. 
SetupInstallServicesFromInfSectionExW,performs service installation and deletion operations that are specified in the Service Install sections listed in the Service section of an INF file. 
SetupInstallServicesFromInfSectionW,performs service installation and deletion operations that are specified in the Service Install sections listed in the Service section of an INF file. 
SetupLogErrorA,writes an error message to a log file. 
SetupLogErrorW,writes an error message to a log file. 
SetupLogFileA,adds an entry to the log file.
SetupLogFileW,adds an entry to the log file.
SetupOpenAppendInfFileA,appends the information in an INF file to an INF file previously opened by SetupOpenInfFile. 
SetupOpenAppendInfFileW,appends the information in an INF file to an INF file previously opened by SetupOpenInfFile. 
SetupOpenFileQueue,creates a setup file queue.
SetupOpenInfFileA,opens an INF file and returns a handle to it. 
SetupOpenInfFileW,opens an INF file and returns a handle to it. 
SetupOpenLog,opens the log files.
SetupOpenMasterInf,opens the master INF file that contains file and layout information for files shipped with Windows.
SetUpperBound,Sets an upper bound  for the animation variable. The value of the animation variable should not rise above the specified value.
SetUpperBound,Sets the upper bound  for the value of the animation variable. The value of the animation variable should not rise above the specified value.
SetUpperBoundVector,Sets the upper bound  value of each specified dimension for the animation variable. The value of each animation variable should not rise above its upper bound.
SetupPersistentIScsiDevices,"SetupPersistentIscsiDevices function builds the list of devices and volumes assigned to iSCSI targets that are connected to the computer, and saves this list in non-volatile cache of the iSCSI initiator service."
SetupPromptForDiskA,displays a dialog box that prompts the user for a disk. 
SetupPromptForDiskW,displays a dialog box that prompts the user for a disk. 
SetupPromptReboot,"asks the user if he wants to reboot the system, optionally dependent on whether any files in a committed file queue were in use during a file operation."
SetupQueryDrivesInDiskSpaceListA,fills a buffer with a list of the drives referenced by the file operations listed in the disk-space list. 
SetupQueryDrivesInDiskSpaceListW,fills a buffer with a list of the drives referenced by the file operations listed in the disk-space list. 
SetupQueryFileLogA,returns information from a setup file log. 
SetupQueryFileLogW,returns information from a setup file log. 
SetupQueryInfFileInformationA,returns an INF filename from an SP_INF_INFORMATION structure to a buffer. 
SetupQueryInfFileInformationW,returns an INF filename from an SP_INF_INFORMATION structure to a buffer. 
SetupQueryInfOriginalFileInformationA,returns the original name of an OEM INF file. 
SetupQueryInfOriginalFileInformationW,returns the original name of an OEM INF file. 
SetupQueryInfVersionInformationA,returns INF file version information from an SP_INF_INFORMATION structure to a buffer. 
SetupQueryInfVersionInformationW,returns INF file version information from an SP_INF_INFORMATION structure to a buffer. 
SetupQuerySourceListA,"queries the current list of installation sources. The list is built from the system and user-specific lists, and potentially overridden by a temporary list . "
SetupQuerySourceListW,"queries the current list of installation sources. The list is built from the system and user-specific lists, and potentially overridden by a temporary list . "
SetupQuerySpaceRequiredOnDriveA,examines a disk space list to determine the space that is required to perform all the file operations listed for a specific drive. 
SetupQuerySpaceRequiredOnDriveW,examines a disk space list to determine the space that is required to perform all the file operations listed for a specific drive. 
SetupQueueCopyA,adds a single file copy operation to a setup file queue.
SetupQueueCopyIndirectA,"is an extended form of SetupQueueCopy passing additional parameters as a structure . Other than this, the behavior is identical. "
SetupQueueCopyIndirectW,"is an extended form of SetupQueueCopy passing additional parameters as a structure . Other than this, the behavior is identical. "
SetupQueueCopySectionA,places all the files in a section of an INF file in a setup queue for copying. 
SetupQueueCopySectionW,places all the files in a section of an INF file in a setup queue for copying. 
SetupQueueCopyW,adds a single file copy operation to a setup file queue.
SetupQueueDefaultCopyA,"adds a single file to a setup file queue for copying, using the default source media and destination as specified in an INF file."
SetupQueueDefaultCopyW,"adds a single file to a setup file queue for copying, using the default source media and destination as specified in an INF file."
SetupQueueDeleteA,places an individual file delete operation on a setup file queue. 
SetupQueueDeleteSectionA,queues all the files in a section of an INF file for deletion. The section must be in the correct Delete Files format and the INF file must contain a DestinationDirs section. 
SetupQueueDeleteSectionW,queues all the files in a section of an INF file for deletion. The section must be in the correct Delete Files format and the INF file must contain a DestinationDirs section. 
SetupQueueDeleteW,places an individual file delete operation on a setup file queue. 
SetupQueueRenameA,places an individual file rename operation on a setup file queue. 
SetupQueueRenameSectionA,queues a section in an INF file for renaming. The section must be in the correct rename list section format and the INF file must contain a DestinationDirs section. 
SetupQueueRenameSectionW,queues a section in an INF file for renaming. The section must be in the correct rename list section format and the INF file must contain a DestinationDirs section. 
SetupQueueRenameW,places an individual file rename operation on a setup file queue. 
SetupRemoveFileLogEntryA,Removes an entry or section from a file log. 
SetupRemoveFileLogEntryW,Removes an entry or section from a file log. 
SetupRemoveFromDiskSpaceListA,Removes a file delete or copy operation from a disk-space list. 
SetupRemoveFromDiskSpaceListW,Removes a file delete or copy operation from a disk-space list. 
SetupRemoveFromSourceListA,Removes a value from the list of installation sources for either the current user or the system. The system and user lists are merged at run time. 
SetupRemoveFromSourceListW,Removes a value from the list of installation sources for either the current user or the system. The system and user lists are merged at run time. 
SetupRemoveInstallSectionFromDiskSpaceListA,"searches an Install section of an INF file for CopyFiles and DelFiles lines, and removes the file operations specified in those sections from a disk-space list. "
SetupRemoveInstallSectionFromDiskSpaceListW,"searches an Install section of an INF file for CopyFiles and DelFiles lines, and removes the file operations specified in those sections from a disk-space list. "
SetupRemoveSectionFromDiskSpaceListA,Removes the file delete or copy operations listed in a Copy Files section of an INF file from a disk-space list. 
SetupRemoveSectionFromDiskSpaceListW,Removes the file delete or copy operations listed in a Copy Files section of an INF file from a disk-space list. 
SetupRenameErrorA,generates a dialog box that informs the user of a file renaming error. 
SetupRenameErrorW,generates a dialog box that informs the user of a file renaming error. 
SetupScanFileQueueA,can be called either before or after the queue has been committed. 
SetupScanFileQueueW,can be called either before or after the queue has been committed. 
SetupSession,Passes the encrypted session key to the client.
SetupSetDirectoryIdA,associates a directory identifier in an INF file with a specific directory. 
SetupSetDirectoryIdExA,associates a directory identifier in an INF file with a specific directory. 
SetupSetDirectoryIdExW,associates a directory identifier in an INF file with a specific directory. 
SetupSetDirectoryIdW,associates a directory identifier in an INF file with a specific directory. 
SetupSetFileQueueAlternatePlatformA,associates the file queue with a target platform that is different from the platform running the function. This is done to enable for non-native signature verification. 
SetupSetFileQueueAlternatePlatformW,associates the file queue with a target platform that is different from the platform running the function. This is done to enable for non-native signature verification. 
SetupSetFileQueueFlags,sets the flags on a setup file queue.
SetupSetNonInteractiveMode,sets a non-interactive SetupAPI flag that determines whether SetupAPI can interact with a user in the caller's context.
SetupSetPlatformPathOverrideA,is used to set a platform path override for a target machine when working with INFs from a different machine. 
SetupSetPlatformPathOverrideW,is used to set a platform path override for a target machine when working with INFs from a different machine. 
SetupSetSourceListA,allows the caller to set the list of installation sources for either the current user or the system . 
SetupSetSourceListW,allows the caller to set the list of installation sources for either the current user or the system . 
SetupSetThreadLogToken,was called.
SetupTerminateFileLog,releases resources associated with a file log.
SetupUninstallNewlyCopiedInfs,"uninstalls INF files , precompiled INF files , and catalog files  that are previously installed during the committal of the specified file queue."
SetupUninstallOEMInfA,uninstalls a specified .inf file and any associated .pnf file. 
SetupUninstallOEMInfW,uninstalls a specified .inf file and any associated .pnf file. 
SetupVerifyInfFileA,verifies the digital signature of the specified INF file by using its corresponding catalog. The verification can be performed against an alternate platform. 
SetupVerifyInfFileW,verifies the digital signature of the specified INF file by using its corresponding catalog. The verification can be performed against an alternate platform. 
SetupWriteTextLog,writes a log entry in a SetupAPI text log.
SetupWriteTextLogError,writes information about a SetupAPI-specific error or a Win32 system error to a SetupAPI text log.
SetupWriteTextLogInfLine,writes a log entry in a SetupAPI text log that contains the text of a specified INF file line.
SetURL,Sets the text in this range to that of the specified URL.
SetUrlCacheEntryGroup,Adds entries to or removes entries from a cache group.
SetUrlCacheEntryGroupA,Adds entries to or removes entries from a cache group.
SetUrlCacheEntryGroupW,Adds entries to or removes entries from a cache group.
SetUrlCacheEntryInfoA,Sets the specified members of the INTERNET_CACHE_ENTRY_INFO structure. 
SetUrlCacheEntryInfoW,Sets the specified members of the INTERNET_CACHE_ENTRY_INFO structure. 
SetUrlCacheGroupAttributeA,Sets the attribute information of the specified cache group. 
SetUrlCacheGroupAttributeW,Sets the attribute information of the specified cache group. 
SetUsageScenario,Defines the scenarios for which the credential provider is valid. Called whenever the credential provider is initialized.
SetUser,Sets the user name.
SetUserArray,Called by the system during the initialization of a logon or credential UI to retrieve the set of users to show in that UI.
SetUserChannelMtx,Specifies the channel matrix.
SetUserData,Sets the user-defined data.
SetUseRef,Switch between a hardware and a software device.
SetUserEnabled,Enables or disables the user settings in the GPO.
SetUserFileEncryptionKey,Sets the user's current key to the specified certificate.
SetUserGeoID,Sets the geographical location identifier for the user. This identifier should have one of the values described in Table of Geographical Locations.
SetUserGeoName,"Sets the geographic location for the current user to the specified two-letter International Organization for Standardization  3166-1 code or numeric United Nations  Series M, Number 49  code."
SetUserObjectInformationA,Sets information about the specified window station or desktop object. 
SetUserObjectInformationW,Sets information about the specified window station or desktop object. 
SetUserObjectSecurity,"Sets the security of a user object. This can be, for example, a window or a DDE conversation."
SetUserOptions,Specifies how user credentials are stored.
SetUserValues,sets the user settings for the joystick.
SetUseSampleExtensions,Configures whether the codec supports sample extensions.
SetUseSoftwareRenderer,Sets a value to indicate whether to use software rendering.
SetUtilities,Used by the Network Diagnostics Framework . This method is reserved for system use. 
SetValidationState,Sets the validation state of this file.
SetValue,creates or overwrites a named context value.
SetValue,Sets a DATE value at the specified index of the DATE array.
SetValue,Sets a Long value at the specified index of the Long array.
SetValue,sets a property value or replaces or removes an existing value.
SetValue,Sets a string value at the specified index of the string array.
SetValue,Sets a user-defined value.
SetValue,sets the color of this Color object.
SetValue,Sets the corresponding property by index. 
SetValue,Sets the corresponding property by index. This is a template overload. 
SetValue,Sets the given metadata item.
SetValue,Sets the Microsoft Active Accessibility value property for the element.
SetValue,Sets the string value of the control.
SetValue,sets the value of a codec property. 
SetValue,Sets the value of an item.
SetValue,Sets the value of control.
SetValue,Sets the value of the control. 
SetValue,sets the value of the device-specific property.
SetValue,Sets the value of the element.
SetValue,Sets the value of the specified property key.
SetValueAndState,Sets value and state data for a property key.
SetValueByIndex,Sets the metadata item to the specified index.
SetValueByName,Sets the named property to the given value. 
SetValueByName,Sets the named property to the given value. This is a template overload. See Remarks.
SetValueOnCertificate,Associates a property value with an existing certificate.
SetValueRaw,Sets the value of the current item by supplying data in raw form.
SetValues,adds or modifies one or more properties on a specified object on a device.
SetValueWithNotify,on a codec and returns a list of other properties that changed as a result. 
SetVarCustData,Sets a value for custom data for the specified variable.
SetVarDocString,Sets the documentation string for the variable with the specified index.
SetVarHelpContext,Sets the Help context ID for the variable with the specified index.
SetVarHelpStringContext,Sets a Help context value for a specified variable.
SetVariableChangeHandler,Specifies a handler for changes to the value of the animation variable.
SetVariableChangeHandler,Specifies a variable change handler. This handler is notified of changes to the value of the animation variable.
SetVariableCurveChangeHandler,Specifies a handler for changes to the animation curve of the animation variable.
SetVariableIntegerChangeHandler,Specifies a handler for changes to the integer value of the animation variable.
SetVariableIntegerChangeHandler,Specifies an integer variable change handler. This handler is notified of changes to the integer value of the animation variable.
SetVariant,sets a VARIANT property.
SetVarName,Sets the name of a variable.
SetVCPFeature,Sets the value of a Virtual Control Panel  code for a monitor.
SetVendorExtension,queues a vendor extension for use in the pending session. This function may only be called prior to IWCNDevice::Connect.
SetVendorSpecific,Sends a request to the underlying Mobile Broadband device miniport driver.
SetVerbState,enables a snap-in to set a given verb's button state.
SetVersion,Sets the major and minor version number of the type information.
SetVersion,Sets the major and minor version numbers of the type library.
SetVertexDeclaration,Sets a vertex declaration .
SetVertexProcessing,"Sets a vertex buffer, a corresponding vertex shader, and options to control how the vertices are to be handled by the Direct2D context."
SetVertexShader,Sets the vertex shader.
SetVertexShaderConstantB,Sets a boolean vertex shader constant.
SetVertexShaderConstantBuffer,Sets the constant buffer for this transform's vertex shader.
SetVertexShaderConstantF,Sets a floating-point vertex shader constant.
SetVertexShaderConstantI,Sets an integer vertex shader constant.
SetVerticalAlignment,Specifies the vertical alignment of the primary content in the viewport.
SetVerticalGlyphOrientation,Set the preferred orientation of glyphs when using a vertical reading direction.
SetVerticalGlyphOrientation,Sets the orientation of a text format.
SetVideoAttributes,Sets video stream configuration settings in the transcode profile.
SetVideoMemoryReservation,"sends the minimum required physical memory for an application, to the OS."
SetVideoProcessBltState,Sets a state parameter for a blit operation by a Microsoft DirectX Video Acceleration High Definition  device.
SetVideoProcessStreamState,Sets a state parameter for an input stream on a Microsoft DirectX Video Acceleration High Definition  device.
SetViewInfo,Sets the view information associated with the object. 
SetViewInstanceMask,Set a mask that controls which view instances are enabled for subsequent draws.
SetViewMode,Enables the snap-in to set the view mode in which the result view pane displays its items.
SetViewModeAndIconSize,Sets and applies the view mode and image size.
SetViewport,Sets the viewport parameters for the device.
SetViewportExtEx,Sets the horizontal and vertical extents of the viewport for a device context by using the specified values.
SetViewportOptions,Sets how the viewport handles input and output.
SetViewportOrgEx,specifies which device point maps to the window origin .
SetViewportRect,"Sets the bounding rectangle for the viewport, relative to the origin of the viewport coordinate system."
SetViewportSize,Sets the size of the initial viewport.
SetViewportTransform,Specifies the transform from the viewport coordinate system to the window client coordinate system.
SetViewProperty,Caches a property for an item in the view's property cache.
SetViewTransform,Sets the InkTransform object that represents the view transform that is used to render ink.
SetVirtualDiskInformation,Sets information about a virtual hard disk .
SetVirtualDiskMetadata,Sets a metadata item for a virtual disk.
SetVisible,Changes the value of the visual's Visible property.
SetVisibleColumns,"Creates a new column list whose columns are all visible, given an array of PROPERTYKEY structures. The default is based on FolderTypeID."
SetVisualState,"Changes the visual state of the window. For example, minimizes or maximizes it."
SetVolume,Sets an audio amplitude multiplier that will be applied to the audio data provided by the ISpatialAudioObject before it is submitted to the audio rendering engine.
SetVolume,Sets the audio volume level.
SetVolume,Sets the overall volume level for the voice.
SetVolumeLabelA,Sets the label of a file system volume. 
SetVolumeLabelW,Sets the label of a file system volume. 
SetVolumeMountPointA,Associates a volume with a drive letter or a directory on another volume. 
SetVolumeMountPointW,Associates a volume with a drive letter or a directory on another volume. 
SetVolumeProtectLevel,Sets the shadow copy protection level for an original volume or a shadow copy storage area volume.
SetWaitableTimer,"Activates the specified waitable timer. When the due time arrives, the timer is signaled and the thread that set the timer calls the optional completion routine."
SetWaitableTimerEx,"Activates the specified waitable timer and provides context information for the timer. When the due time arrives, the timer is signaled and the thread that set the timer calls the optional completion routine."
SetWaitHandle,Specifies a wait handle to set when the operation completes.
SetWallpaper,Sets the desktop wallpaper.
SetWallpaper,Sets the wallpaper for the Active Desktop.
SetWallpaperOptions,Sets the wallpaper options.
SetWatermark,Provides a bitmap to use as a watermark.
SetWatsonDumpEnablement,Configures the enablement settings for Device Removed Extended Data  Watson dump creation.
SetWBEMINT16,sets a 16-bit integer property.
SetWBEMINT64,sets a 64-bit integer value. 
SetWCHARSplat,sets a string property.
SetWebCAInformation,Sets the certification authority  information for the Certification Authority Web Enrollment role.
SetWeight,Sets the font weight for the characters in a range.
SetWhitePoint,Sets the upper portion of the brightness transfer curve.
SetWhitePointKelvin,Sets the white point Kelvin value.
SetWhitePointRGB,Sets the white point RGB values.
SetWhitePointX,Sets the x value of the white point. 
SetWhitePointY,Sets the y value of the white point. 
SetWidowControl,Controls the suppression of widows and orphans.
SetWidth,sets the width for this Pen object.
SetWidth,sets the width of the arrow cap. The width is the distance between the endpoints of the base of the arrow.
SetWindow,"Sets the parent window of the previewer window, as well as the area within the parent to be used for the previewer window."
SetWindowContextHelpId,Associates a Help context identifier with the specified window.
SetWindowDisplayAffinity,Stores the display affinity setting in kernel mode on the hWnd associated with the window.
SetWindowExtEx,sets the horizontal and vertical extents of the window for a device context by using the specified values.
SetWindowFeedbackSetting,Sets the feedback configuration for a window.
SetWindowInputRectangle,"Modifies the window rectangle, in pixels, within which ink is drawn."
SetWindowInputRectangle,"Sets the window rectangle, in pixels, within which ink is drawn. "
SetWindowLongA,Changes an attribute of the specified window. The function also sets the 32-bit  value at the specified offset into the extra window memory. 
SetWindowLongPtrA,Changes an attribute of the specified window. 
SetWindowLongPtrW,Changes an attribute of the specified window. 
SetWindowLongW,Changes an attribute of the specified window. The function also sets the 32-bit  value at the specified offset into the extra window memory. 
SetWindowOrgEx,specifies which window point maps to the viewport origin .
SetWindowPlacement,"Sets the show state and the restored, minimized, and maximized positions of the specified window."
SetWindowPos,"Changes the size, position, and Z order of a child, pop-up, or top-level window. These windows are ordered according to their appearance on the screen. The topmost window receives the highest rank and is the first window in the Z order."
SetWindowRgn,sets the window region of a window.
SetWindowsHookExA,Installs an application-defined hook procedure into a hook chain. 
SetWindowsHookExW,Installs an application-defined hook procedure into a hook chain. 
SetWindowSubclass,Installs or updates a window subclass callback.
SetWindowTextA,"Changes the text of the specified window's title bar . If the specified window is a control, the text of the control is changed. However, SetWindowText cannot change the text of a control in another application. "
SetWindowTextW,"Changes the text of the specified window's title bar . If the specified window is a control, the text of the control is changed. However, SetWindowText cannot change the text of a control in another application. "
SetWindowTheme,Causes a window to use a different set of visual style information than its class normally uses.
SetWindowThemeAttribute,Sets attributes to control how visual styles are applied to a specified window.
SetWindowThemeNonClientAttributes,Sets non-client attributes to control how visual styles are applied to a specified window.
SetWindowVisualState,"Minimizes, maximizes, or restores the window."
SetWinEventHook,Sets an event hook function for a range of events.
SetWinEventsForAutomationEvent,Maps Microsoft UI Automation events to WinEvents.
SetWinMetaFileBits,converts a metafile from the older Windows format to the new enhanced format and stores the new metafile in memory.
SetWMIFilter,Links the GPMWMIFilter object to the current Group Policy object . This method can also be used to unlink existing WMI filters from the GPO.
SetWORD,sets a WORD property.
SetWordList,Sets the word list for the current recognizer context to recognize.
SetWordWrapping,Sets the word wrapping option.
SetWorkEstimate,Sets the work estimate for this change.
SetWorkEstimateForBatch,Sets the work estimate for the batch.
SetWorkingDirectory,Sets the name of the working directory for a Shell link object. 
SetWorkingDirectory,sets the working directory for the task.
SetWorkItemData,stores application-defined data associated with the work item.
SetWorkQueue,Specifies the work queue for the topology branch that contains this object.
SetWorkQueueEx,Specifies the work queue that this object should use for asynchronous work items.
SetWorldTransform,"sets a two-dimensional linear transformation between world space and page space for the specified device context. This transformation can be used to scale, rotate, shear, or translate graphics output."
SetWow64Context,Sets an opaque context object for wow64 redirection.
SetWrapMode,sets the wrap mode of this ImageAttributes object.
SetWrapMode,sets the wrap mode of this linear gradient brush.
SetWrapMode,sets the wrap mode of this path gradient brush.
SetWrapMode,sets the wrap mode of this texture brush.
